False	15	1.203125	265.5
False	15	3.265625	265.75
False	15	3.578125	266.25
False	15	4.625	266.5
False	15	6.265625	267.0
False	15	7.0625	268.0
False	15	8.546875	269.0
False	15	9.609375	269.75
False	15	11.78125	271.0
False	15	12.09375	272.5
False	15	13.484375	273.75
False	15	14.953125	275.5
False	15	16.421875	277.25
False	15	17.21875	279.5
False	15	18.421875	281.5
False	15	20.21875	283.5
False	15	20.484375	285.75
False	15	21.96875	288.5
False	15	23.65625	291.25
False	15	24.6875	294.0
False	15	25.984375	297.5
False	15	26.828125	301.25
False	15	27.6875	304.5
False	15	29.375	308.0
False	15	30.6875	312.0
False	15	31.75	316.0
False	15	32.78125	321.0
False	15	34.140625	325.5
False	15	35.078125	330.5
False	15	36.484375	335.5
False	15	37.625	341.25
False	15	38.65625	347.75
False	15	39.984375	353.75
False	15	41.265625	359.75
False	15	41.875	367.0
False	15	43.4375	373.75
False	15	44.53125	382.0
False	15	45.734375	390.0
False	15	46.609375	399.0
False	15	47.9375	408.0
False	15	49.109375	417.0
False	15	50.40625	429.0
False	15	51.65625	439.75
False	15	52.578125	451.0
False	15	53.875	463.5
False	15	54.875	477.0
False	15	56.0	493.0
False	15	57.34375	509.5
False	15	58.390625	526.75
False	15	59.6875	544.5
False	15	60.953125	566.5
False	15	62.046875	586.75
False	15	63.109375	612.0
False	15	64.4375	640.0
False	15	65.46875	667.75
False	15	66.59375	700.0
False	15	67.828125	736.5
False	15	68.984375	773.25
False	15	70.1875	817.75
False	15	71.265625	867.5
False	15	72.421875	927.25
False	15	73.6875	990.25
False	15	74.75	1067.5
False	15	76.0	1157.5
False	15	77.109375	1263.0
False	15	78.265625	1392.0
False	15	79.40625	1536.75
False	15	80.578125	1723.75
False	15	81.71875	1957.5
False	15	82.828125	2241.0
False	14	84.078125	2268.5
False	15	85.328125	2304.0
False	15	86.59375	2303.5
False	15	87.84375	2304.0
False	15	89.109375	2306.5
False	15	90.375	2302.0
False	15	91.625	2304.0
False	15	92.875	2307.0
False	15	94.125	2314.0
False	15	95.390625	2307.0
False	15	96.640625	2325.0
False	15	97.90625	2328.5
False	15	99.140625	2339.75
False	15	100.40625	2341.75
False	15	101.6875	2348.25
False	15	102.9375	2383.25
False	15	104.171875	2386.0
False	15	105.453125	2400.25
False	15	106.625	2417.75
False	15	107.875	2432.0
False	15	109.140625	2458.0
False	15	110.390625	2463.75
False	15	111.625	2491.25
False	15	112.890625	2507.5
False	15	114.15625	2536.5
False	15	115.375	2575.0
False	15	116.640625	2596.75
False	15	117.875	2629.5
False	15	119.140625	2657.0
False	15	120.359375	2688.0
False	15	121.640625	2712.5
False	15	122.875	2768.25
False	15	124.09375	2810.75
False	15	125.359375	2851.25
False	15	126.609375	2902.5
False	15	127.859375	2941.75
False	15	129.109375	2985.5
False	15	130.359375	3034.75
False	15	131.5625	3115.5
False	15	132.78125	3159.0
False	15	134.03125	3247.5
False	15	135.265625	3294.75
False	15	136.515625	3365.5
False	15	137.765625	3365.5
False	15	139.03125	3276.5
False	15	140.3125	3197.75
False	15	141.578125	3140.25
False	15	142.8125	3112.0
False	15	144.078125	3059.25
False	15	145.3125	3009.25
False	15	146.59375	2964.75
False	15	147.859375	2938.5
False	15	149.125	2897.75
False	15	150.390625	2854.25
False	15	151.640625	2829.25
False	15	152.875	2785.0
False	15	154.140625	2757.5
False	15	155.421875	2749.75
False	15	156.671875	2711.25
False	15	157.953125	2671.0
False	15	159.203125	2661.75
False	15	160.453125	2632.75
False	15	161.734375	2621.0
False	15	162.96875	2605.75
False	15	164.234375	2595.5
False	15	165.484375	2568.75
False	15	166.75	2560.75
False	15	167.984375	2548.75
False	15	169.234375	2536.0
False	15	170.484375	2524.75
False	15	171.734375	2510.0
False	15	173.015625	2525.25
False	15	174.296875	2492.25
False	15	175.5	2490.75
False	15	176.78125	2488.25
False	15	178.046875	2486.5
False	15	179.296875	2473.5
False	15	180.59375	2484.75
False	15	181.828125	2489.5
False	15	183.0625	2489.0
False	15	184.328125	2493.0
False	15	185.578125	2487.25
False	15	186.859375	2508.0
False	15	188.109375	2493.5
False	15	189.375	2479.0
False	15	190.640625	2345.75
False	15	191.953125	2121.0
False	15	193.265625	1914.0
False	15	194.625	1744.0
False	15	195.921875	1605.0
False	15	197.25	1476.75
False	15	198.625	1376.5
False	15	199.953125	1288.75
False	15	201.296875	1212.75
False	15	202.546875	1146.75
False	15	203.96875	1077.25
False	15	205.25	1026.0
False	15	206.640625	975.75
False	15	207.9375	934.25
False	15	209.265625	895.5
False	15	210.5	858.5
False	15	211.859375	823.5
False	15	213.21875	797.25
False	15	214.5	768.0
False	15	215.8125	745.0
False	15	217.15625	719.25
False	15	218.5	698.75
False	15	219.8125	678.5
False	15	221.078125	662.75
False	15	222.34375	646.5
False	15	223.75	630.0
False	15	225.03125	616.25
False	15	226.265625	601.75
False	15	227.5625	589.5
False	15	229.0625	578.5
False	15	230.1875	566.0
False	15	231.515625	556.25
False	15	232.796875	546.75
False	15	234.0625	536.25
False	15	235.453125	528.25
False	15	236.890625	520.5
False	15	238.03125	512.25
False	15	239.359375	506.25
False	15	240.65625	500.0
False	15	241.953125	493.25
False	15	243.4375	487.25
False	15	244.65625	482.25
False	15	245.859375	477.25
False	15	247.015625	471.5
False	15	248.390625	468.0
False	15	249.5625	464.5
False	15	251.0	460.0
False	15	252.15625	457.25
False	15	253.578125	453.75
False	15	254.8125	450.5
False	15	256.140625	447.75
False	15	257.3125	445.5
False	15	258.578125	443.0
False	15	259.84375	441.0
False	15	261.390625	439.0
False	15	262.671875	438.5
False	15	263.828125	436.5
False	15	265.015625	435.0
False	15	266.296875	434.75
False	15	267.65625	430.5
False	15	268.828125	430.5
False	15	270.09375	430.25
False	15	271.59375	430.25
False	15	272.796875	430.25
False	15	273.984375	431.25
False	15	275.265625	432.0
False	15	276.28125	433.25
False	15	277.734375	434.25
False	15	278.796875	435.0
False	15	279.953125	436.5
False	15	281.421875	439.25
False	15	282.578125	440.5
False	15	283.75	443.25
False	15	285.109375	445.75
False	15	286.046875	449.0
False	15	287.546875	451.25
False	15	288.734375	455.75
False	15	289.96875	459.25
False	15	291.0625	461.5
False	15	292.25	466.0
False	15	293.5625	470.25
False	15	294.875	475.0
False	15	296.15625	480.5
False	15	297.296875	481.25
False	15	298.453125	464.5
False	15	299.90625	443.0
False	10	301.171875	444.75
False	0	307.1875	0.0
False	15	303.640625	461.25
False	0	309.703125	0.0
False	0	310.953125	0.0
False	0	312.203125	0.0
False	12	308.71875	447.75
False	15	310.015625	424.5
False	0	315.96875	0.0
False	7	312.734375	414.75
False	15	314.34375	393.75
False	15	315.46875	383.5
False	15	317.03125	375.25
False	15	318.09375	366.75
False	15	319.359375	359.75
False	15	320.703125	353.0
False	15	322.03125	346.5
False	15	323.34375	340.0
False	15	325.046875	333.75
False	15	325.9375	328.75
False	15	327.5625	323.5
False	15	328.890625	318.5
False	15	330.28125	313.75
False	15	331.671875	309.25
False	15	333.515625	300.75
False	15	334.03125	296.0
False	15	335.8125	292.25
False	15	336.65625	289.75
False	15	338.828125	287.25
False	0	342.28125	0.0
False	15	340.65625	282.0
False	15	342.59375	278.75
False	0	346.03125	0.0
False	15	344.984375	281.25
False	15	346.640625	273.5
False	15	347.890625	272.0
False	15	348.6875	271.0
False	15	350.265625	269.5
False	15	352.09375	268.75
False	15	352.546875	267.75
False	15	354.421875	267.25
False	15	355.546875	266.75
True	15	355.859375	266.25
False	15	358.375	265.75
False	15	358.96875	265.5
